,name,summary,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,bedrooms,Country,Total_price,Review
76,Bondi Beach Dreaming 3-Bed House,"This peaceful house in North Bondi is 300m to the beach and a minute's walk to cafes and bars. With 3 bedrooms, (can sleep up to 8) it is perfect for families, friends and pets. The kitchen was recently renovated and a new lounge and chairs installed. The house has a peaceful, airy, laidback vibe  - a perfect beach retreat. Longer-term bookings encouraged. Parking for one car. A parking permit for a second car can also be obtained on request.",House,Entire home/apt,Real Bed,2,1125,2016-01-30 05:00:00.000000000,2018-11-11 05:00:00.000000000,3.0,Australia,1584.0,139
77,March 2019 availability! Oceanview on Sugar Beach!,,Condominium,Entire home/apt,Real Bed,4,1125,2015-04-28 04:00:00.000000000,2019-01-10 05:00:00.000000000,1.0,United States,324.0,19
78,Aluguel Temporada Casa São Conrado,"Casa em São Conrado, com vista para a floresta e para o mar. Apenas 5 minutos da praia e do super mercado Zona Sul, rua com segurança e guarita. Próximo do Shopping Fashion Mall. Bairro mais Private do Rio. Próximo ao Clube de Voo Livre.",House,Entire home/apt,Real Bed,5,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,4.0,Brazil,2499.0,0
79,Where Castles and Art meet the Sea,"The flat is located in Matosinhos, part of Porto's District, where you can have the best of both worlds: the magic and beauty of Porto's Old City and the Beaches, Central Park and Seafood restaurants, with plenty of eclectic entertainment.",Apartment,Entire home/apt,Real Bed,5,1125,2016-05-15 04:00:00.000000000,2019-01-04 05:00:00.000000000,1.0,Portugal,610.0,13
80,Homely Room in 5-Star New Condo@MTR,"Located in Mongkok, close to everything. 2min walk to both Mongkok and Mongkok East station. Gym, sauna and swimming pool (in summer) are available in the clubhouse.   You'll have a private double room. Washroom and kitchen are shared with host. We are family of 3, my husband, 1y old son and me. The guest bedroom can accommodate two people, the 3rd person has to sleep on the couch (3'x6') in the living room.",Condominium,Private room,Real Bed,28,1125,2016-01-16 05:00:00.000000000,2017-08-31 04:00:00.000000000,1.0,Hong Kong,479.0,179
81,Greenwich Fun and Luxury,"Fabulous architect-designed home with incredible space, natural light and bush surrounds, on the cosy Greenwich peninsula. Equipped with heated pool, multiple indoor/outdoor spaces, it's ideal for a luxurious holiday and comfortable entertaining. Please note minimum stay is five nights.",House,Entire home/apt,Real Bed,5,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,4.0,Australia,999.0,0
82,Beautiful flat with services,"Excellent apartment with cleaning service, security and concierge 24 hours in the heart of Ipanema, next to Nossa Senora da Paz Square, 3 minutes walk to the new tube station. 2 suites with air conditioning, internet and cable tv. Building with pool, spa and fitness room.",Apartment,Entire home/apt,Real Bed,3,1125,2016-01-15 05:00:00.000000000,2019-01-22 05:00:00.000000000,2.0,Brazil,971.0,32
83,"Studio convenient to CBD, beaches, street parking.","It is a spacious basement studio with a small kitchen.  It has its own external entrance, but is attached to our home.  For the best views feel free to use our table on the shared verandah. Close to Harbour beaches and beautiful walks, and Direct buses to the city run at least two times an hour in both directions. Shops and restaurants are walking distance. There is plenty of on-street parking.",Guest suite,Entire home/apt,Real Bed,2,3,2016-02-10 05:00:00.000000000,2018-09-23 04:00:00.000000000,1.0,Australia,231.0,104
84,The Garden Studio,"Our newly built (2013) self contained studio with loft bedroom is a great example of clever design in a small space. With everything you need, it will comfortably accommodate two adults, situated in Marrickville, 8km's from Sydney's centre.",Guesthouse,Entire home/apt,Real Bed,2,40,2013-04-29 04:00:00.000000000,2019-02-11 05:00:00.000000000,1.0,Australia,189.0,146
85,Cheerful new renovated central apt,"The full equipped apartment located in the heritage district of Istanbul, colorful Tarlabaşı. If you are looking for a place where you really want to taste the chaos with harmony like a real Istanbuller you are very welcome to stay in my apartment.",Apartment,Entire home/apt,Real Bed,3,1125,2016-04-24 04:00:00.000000000,2019-02-10 05:00:00.000000000,3.0,Turkey,264.0,77
86,Condomínio Praia Barra da Tijuca,"Amplo e arejado apto de 2 quartos no Cond. Barramares, localizado em frente a praia da Barra da Tijuca. Há mini-mercado, farmácia, restaurantes, cabeleireiro e outras facilidades dentro do cond. e nas redondezas. Wi-fi e ambiente familiar.",Condominium,Entire home/apt,Real Bed,2,1125,2016-05-07 04:00:00.000000000,2019-01-04 05:00:00.000000000,2.0,Brazil,351.0,18
87,Whole Apt. in East Williamsburg,"Beautiful open floor one bedroom apartment in small building. Located in a quiet street, only 10 min from downtown Manhattan on the L train and a short walk away from the heart of Williamsburg and Bushwick.",Apartment,Entire home/apt,Real Bed,4,90,2016-04-12 04:00:00.000000000,2019-02-19 05:00:00.000000000,1.0,United States,405.0,126
88,Rented Room,Beautiful room and with a great location in the city of Rio de Janeiro,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,112.0,0
89,Cozy bedroom Sagrada Familia,Cozy bedroom next to the church Sagrada Família a great choice to stay in a residential area away from the crowds while still being at a walking distance to main attractions in Barcelona.,Apartment,Private room,Real Bed,2,1125,2016-02-14 05:00:00.000000000,2016-02-14 05:00:00.000000000,1.0,Spain,40.0,1
90,Heroísmo IV,"If the dates you wish are not available, we have other options in the same location. You can find them on my profile. My goal is for you to have your days with the most comfort i can propose. I want you to taste all the feelings in Porto, as our food, as our best places, our best pointviews. I just love to help you enjoying this beautiful city :)",Apartment,Entire home/apt,Real Bed,1,1125,2016-02-06 05:00:00.000000000,2018-10-22 04:00:00.000000000,0.0,Portugal,39.0,31
91,Cozy House in Ortaköy,There are 2 bedrooms and a living room in the house. 1 Bathroom. 1 Kitchen. Friendly neighbourhood. Close to sea side and Historical places.,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,200.0,0
92,Tropical Jungle Oasis,"2 bedrooms, one with a queen sized bed, one with 2 single beds. 1 and 1/2 baths. Full kitchen. Nice location bordering a stream with an enclosed patio area. Fully furnished and includes WiFi and cable TV. Reserved parking stall. Outdoor pool available for guest to use as well as coin operated washer/dryer facility available on premises. 10-15 minute walking distance to downtown Hilo.",Condominium,Entire home/apt,Real Bed,2,1125,2016-07-14 04:00:00.000000000,2019-02-22 05:00:00.000000000,2.0,United States,474.0,65
93,Luxury 1-Bdrm in Downtown Brooklyn,"A perfect blend of one of BKLYN's hippest areas with a new, high-rise apartment building. You'll be hard pressed to find a corner unit like this closer the the City. Almost 800 sf of living space with luxury amenities & modern but comfy furnishings.",Apartment,Entire home/apt,Real Bed,3,30,2016-02-21 05:00:00.000000000,2016-02-21 05:00:00.000000000,1.0,United States,544.0,1
94,Jubilee By The Sea (Ocean Views),Newly furnished two story home. The upstairs features a full kitchen with a 600 sq. ft. lanai with ocean views. The downstairs has a kitchenette and additional living area. The upstairs has air-conditioning in the main living area and the two bedrooms.  The downstairs does not have air conditioning in the bedrooms or living.  Absolutely beautiful! Aloha!,House,Entire home/apt,Real Bed,2,90,2016-08-10 04:00:00.000000000,2019-02-26 05:00:00.000000000,4.0,United States,1075.0,45
95,Sun filled comfortable apartment,"Beautiful and artistic apartment centrally located in Rushcutters Bay, minutes walk from surrounding suburbs Potts Point, Elizabeth Bay and Kings Cross and the",Apartment,Entire home/apt,Real Bed,1,1125,2016-02-01 05:00:00.000000000,2016-02-22 05:00:00.000000000,1.0,Australia,100.0,2
96,Park Guell apartment with terrace,"Apartment with terrace in a quiet street of Barcelona, 5 minutes walk from Park Güell and 20 minutes by public transport to the city center. Renovated and fully equipped. HUTB-000929",Apartment,Entire home/apt,Real Bed,2,1125,2016-02-23 05:00:00.000000000,2018-12-30 05:00:00.000000000,2.0,Spain,225.0,51
97,位於深水埗地鐵站的溫馨公寓,"-near sham shui po mtr station  -new decoration -at 1/F without lift -living room with bedroom, bathroom, kitchen",Apartment,Private room,Real Bed,1,1125,2016-02-16 05:00:00.000000000,2017-12-25 05:00:00.000000000,1.0,Hong Kong,403.0,18
98,Spacious and well located apartment,"Enjoy Porto in a spacious, airy and bright apartment, fully equipped, in a building with lift, located in a region full of cafes and restaurants, close to the subway and close to the best places of the city.",Apartment,Entire home/apt,Real Bed,3,1125,2016-03-30 04:00:00.000000000,2018-11-04 04:00:00.000000000,2.0,Portugal,285.0,20
99,Grand apartment Sagrada Familia,4 rooms apartment in the heart of the right “Eixample” broadening. Perfect location in the notorious area of Sagrada Familia that will ensure and unforgettable stay in Barcelona. HUTB-003275,Apartment,Entire home/apt,Real Bed,2,1125,2016-03-30 04:00:00.000000000,2019-02-20 05:00:00.000000000,4.0,Spain,429.0,77
100,Jardim Botânico Gourmet 2 bdroom,"Very comfortable, well located (in the safest neighborhood), 2 bedroom (1 double bed, 3 single bed), 2 bathrooms, wifi, tv, fully kitchen, remodeled with lot of style. The gourmet kitchen is modern and very well equiped! A spacious balcony is a plus in this great place to stay!",Apartment,Entire home/apt,Real Bed,2,1125,2016-02-10 05:00:00.000000000,2018-10-15 04:00:00.000000000,2.0,Brazil,1695.0,9
101,Charming Spacious Park Slope Studio,"Spacious and inviting garden level studio apartment in townhouse with separate entrance and large kitchen located in Park Slope, very near the F and G subway and Prospect Park, and only a few steps away from 7th Avenue, with its many fine shops and restaurants.",Guest suite,Entire home/apt,Real Bed,3,1125,2016-01-22 05:00:00.000000000,2019-02-04 05:00:00.000000000,0.0,United States,385.0,115
102,Panoramic Ocean View Studio in  Quiet Setting,"Luxury studio unit is located in a family-oriented neighborhood that lets you experience Hawaii like a local! with tranquility and serenity, while in close proximity to beaches and restaurants! The unit is surrounded by lush tropical vegetation! High-speed Wi-Fi available in the unit!!",Guesthouse,Entire home/apt,Real Bed,2,1125,2016-02-08 05:00:00.000000000,2019-02-18 05:00:00.000000000,1.0,United States,420.0,114
103,Serene luxury in Harlem,"Lovely 1500sqft gem located in Central Harlem close to Columbia University. Gorgeous Pre-war flat with 6ft ceilings, 2 fireplaces, and laundry in the unit. Located in a safe, friendly building and close to major restaurants and subway lines.",Apartment,Private room,Real Bed,3,1125,2016-08-13 04:00:00.000000000,2019-01-05 05:00:00.000000000,1.0,United States,230.0,10
104,Cozy apartment 3 mins TAIWAI Subway,"This cozy apartment is abt 736 sqft, fully furnished, newly renovated and decorated. The apartment is equipped with anything you will need. It has two rooms, two washing rooms, one kitchen and one living (Website hidden by Airbnb) located in Taiwai, just 3 mins walk to Taiwai metro station.",Apartment,Entire home/apt,Real Bed,7,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Hong Kong,801.0,0
105,Ribeira Smart Flat,"Cosy flat in the Historic Center of Porto, very close to the Douro river and 5 minutes walking from Sao Bento station.",Apartment,Entire home/apt,Real Bed,2,1124,2016-03-15 04:00:00.000000000,2019-02-05 05:00:00.000000000,3.0,Portugal,800.0,132
106,Nice Cosy Room In Taksim,Welcome if you want to stay at a cozy flat with local experience.:) It is in the center of Istanbul.The neighborhood is safe and close to attractions.Transportation is easy. I will help you always.,Apartment,Private room,Real Bed,3,1125,2014-04-06 04:00:00.000000000,2018-12-23 05:00:00.000000000,1.0,Turkey,165.0,31
107,Apt Quarto e Sala amplo Laranjeiras,"Tradicional bairro de Laranjeiras com fácil acesso à todas as praias,  10 min do aterro do Flamengo. 2 min do metro. Transporte fácil para toda a cidade. 5 min da subida para o Cristo. Arejado e com ar-condicionado nos 2 ambientes.",Apartment,Entire home/apt,Real Bed,5,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,801.0,0
108,"Charming Apartment,perfect Location","Charmoso quarto e sala, privativo, finamente decorado, com uma deliciosa cozinha americana totalmente equipada. Aqui você encontrará tudo para tornar sua estadia mais agradável e divertida.",Apartment,Entire home/apt,Real Bed,2,89,2014-01-14 05:00:00.000000000,2019-01-02 05:00:00.000000000,1.0,Brazil,1291.0,110
109,"Kadiköy, Moda, close to transports","Just 5 minutes from the metro and ferries to go to European side. The flat is close to everything you need : supermarket, shops, cafés but also restaurants, bars and clubs in Kadiköy. Really close to Moda park, best place on Marmara sea border.",Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,137.0,0
110,Relaxing and Roomy in Crown Heights,,Apartment,Private room,Real Bed,2,45,2013-05-07 04:00:00.000000000,2018-12-14 05:00:00.000000000,1.0,United States,100.0,46
111,"Asia House, Garden Room, Princevile","Asia House, sits on an ocean bluff in Princeville on the spectacular north shore of Kauai. The ocean or Queen's Bath is right across the street. There are beaches all over Princeville, all within 1-2 miles or less. Princeville Resort is a jewel on Hanalei Bay, known as one of the most beautiful bays and beaches in the world. This location is very quiet. Kauai has it all... spectacular scenery, gracious people, bird-watching, whale watching, snorkeling, diving, golfing, hiking, and more.",Guest suite,Private room,Real Bed,3,21,2014-07-18 04:00:00.000000000,2019-02-23 05:00:00.000000000,1.0,United States,424.0,167
112,Beautiful 1 Bedroom Apartment,This one bedroom apartment in Sheung Wan/Central is the perfect hideaway for a young couple or single person looking to explore everything that Hong Kong has to offer.,Apartment,Entire home/apt,Real Bed,2,1125,2016-01-26 05:00:00.000000000,2017-12-29 05:00:00.000000000,1.0,Hong Kong,2497.0,10
113,Lovely ap at Leblon beach,"Ap amplo, claro e arejado localizado no melhor ponto do Leblon, à 1 quadra da praia, Lagoa, restaurantes, supermercados, farmácias e shopping.  São 3 quartos que acomodam confortavelmente 5 pessoas. Sala de jantar e estar. Cozinha e área de serviço. É possível fazer tudo a pé e desfrutar de toda a beleza do bairro mais charmoso do rio.",Apartment,Entire home/apt,Real Bed,3,1125,2016-02-10 05:00:00.000000000,2016-02-10 05:00:00.000000000,3.0,Brazil,1458.0,1
